2020/10/17 10:59:34 [error] 6#6: *6 open() "/usr/share/nginx/html/payed/test" failed (2: No such file or directory), client: 192.168.56.1, server: localhost, request: "GET /payed/test HTTP/1.1", host: "nhkjxu.natappfree.cc"
2020/10/26 13:18:43 [error] 6#6: *267 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/26 13:18:43 [error] 6#6: *268 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/26 13:18:49 [error] 6#6: *268 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/26 13:18:49 [error] 6#6: *268 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/26 13:18:49 [error] 6#6: *267 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/26 13:18:49 [error] 6#6: *265 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/26 13:18:49 [error] 6#6: *264 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/27 10:50:54 [error] 6#6: *1 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 10:50:54 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 10:50:54 [error] 6#6: *1 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 10:50:54 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 10:54:32 [error] 6#6: *8 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 10:54:32 [error] 6#6: *7 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 10:54:32 [error] 6#6: *8 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 10:54:32 [error] 6#6: *10 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 10:54:32 [error] 6#6: *11 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:00 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:00 [error] 6#6: *1 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:00 [error] 6#6: *1 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:00 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:36 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:37 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:37 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:37 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:37 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:37 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/scss/scss.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/scss.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:31:37 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/scss/shop.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/shop.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:31:37 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:31:43 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:43 [error] 6#6: *1 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:43 [error] 6#6: *1 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:43 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:48 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:48 [error] 6#6: *1 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:48 [error] 6#6: *1 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:48 [error] 6#6: *1 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/27 12:31:53 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:53 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:53 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:53 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:53 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:31:53 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/scss/scss.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/scss.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:31:53 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/scss/shop.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/shop.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:31:53 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:31:55 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:31:55 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:31:55 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:31:55 [error] 6#6: *32 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:14 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/scss/scss.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/scss.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:14 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/scss/shop.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/shop.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:14 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:15 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:32:15 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:32:15 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:32:15 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:32:15 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/28.html"
2020/10/27 12:32:15 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/scss/scss.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/scss.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:15 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/scss/shop.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/shop.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:15 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:19 [error] 6#6: *32 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:19 [error] 6#6: *32 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:19 [error] 6#6: *32 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:19 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:43 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:43 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/scss/scss.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/scss.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:43 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/scss/shop.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/shop.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:43 [error] 6#6: *1 open() "/usr/share/nginx/html/static/index/js/maps/swiper.jquery.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.jquery.min.js.map HTTP/1.1", host: "gulimall.com"
2020/10/27 12:32:43 [error] 6#6: *39 open() "/usr/share/nginx/html/static/index/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.min.js.map HTTP/1.1", host: "gulimall.com"
2020/10/27 12:32:44 [error] 6#6: *39 open() "/usr/share/nginx/html/static/index/css/GL.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/css/GL.css.map HTTP/1.1", host: "gulimall.com"
2020/10/27 12:32:46 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/27 12:32:46 [error] 6#6: *16 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/27 12:32:46 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/27 12:32:46 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/27 12:32:46 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/10/27 12:32:46 [error] 6#6: *12 open() "/usr/share/nginx/html/static/item/scss/scss.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/scss.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:46 [error] 6#6: *15 open() "/usr/share/nginx/html/static/item/scss/shop.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/shop.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:46 [error] 6#6: *13 open() "/usr/share/nginx/html/static/item/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "item.gulimall.com"
2020/10/27 12:32:48 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:48 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/js/maps/swiper.min.js.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:48 [error] 6#6: *30 open() "/usr/share/nginx/html/static/cart/css/success.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/css/success.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/27 12:32:48 [error] 6#6: *32 open() "/usr/share/nginx/html/static/cart/bootstrap/css/bootstrap.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/cart/bootstrap/css/bootstrap.css.map HTTP/1.1", host: "cart.gulimall.com"
2020/10/31 05:16:42 [error] 6#6: *2 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:16:43 [error] 6#6: *2 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:16:43 [error] 6#6: *2 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:16:46 [error] 6#6: *2 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:17:13 [error] 6#6: *2 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:17:13 [error] 6#6: *2 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:17:13 [error] 6#6: *2 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:17:13 [error] 6#6: *2 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:17:21 [error] 6#6: *14 open() "/usr/share/nginx/html/static/search/img/5919637an271a1301.jpg" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/search/img/5919637an271a1301.jpg HTTP/1.1", host: "search.gulimall.com", referrer: "http://search.gulimall.com/search.html?catalog3Id=225"
2020/10/31 05:17:21 [error] 6#6: *14 open() "/usr/share/nginx/html/static/search/img/599a806bn9d829c1c.jpg" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/search/img/599a806bn9d829c1c.jpg HTTP/1.1", host: "search.gulimall.com", referrer: "http://search.gulimall.com/search.html?catalog3Id=225"
2020/10/31 05:17:36 [error] 6#6: *21 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/27.html"
2020/10/31 05:17:36 [error] 6#6: *24 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/27.html"
2020/10/31 05:17:36 [error] 6#6: *23 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/27.html"
2020/10/31 05:17:36 [error] 6#6: *22 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/27.html"
2020/10/31 05:17:36 [error] 6#6: *21 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/27.html"
2020/10/31 05:18:07 [error] 6#6: *2 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:18:07 [error] 6#6: *2 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/10/31 05:18:07 [error] 6#6: *2 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
